Số điện thoại,Trace ID,Request,Kênh đăng nhập,Thiết bị,Os,OsVersion,AppVersion,IMei,Trạng thái,Ngày yêu cầu,Ngày phản hồi,IPRequest,ResCode,Description,MsgCode,DescDetail
xxxxxxxx01,685773763501446,200 - Lấy thông tin tài khoản chuyển khoản nội bộ,"PREMB_10.53.93.65:9080, MB_10.53.93.74:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:48:05 AM,30/10/2023 10:48:05 AM,116.103.235.60:47739|10.53.54.72_Prod,00,Thành công,00,
xxxxxxxx01,628405225299890,200 - Lấy thông tin tài khoản chuyển khoản nội bộ,"PREMB_10.53.93.64:9080, MB_10.53.93.69:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:48:01 AM,30/10/2023 10:48:01 AM,116.103.235.60:56487|10.53.54.72_Prod,00,Thành công,00,
xxxxxxxx01,876788998991510,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.64:9080, MB_10.53.93.74:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:47:54 AM,30/10/2023 10:47:54 AM,116.103.235.60:57065|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx01,871536725748053,202 - Lấy danh sách ngân hàng ck ngoài,"PREMB_10.53.93.54:9080, MB_10.53.93.75:8083",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:47:54 AM,30/10/2023 10:47:54 AM,116.103.235.60:22054|10.53.54.82_Prod,00,Success,00,
xxxxxxxx01,18755306625001,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.65:9080, MB_10.53.93.70:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:47:54 AM,30/10/2023 10:47:53 AM,116.103.235.60:43573|10.53.54.72_Prod,00,Thành công,INFO-00,
xxxxxxxx01,260930237677195,59 - Lấy thông tin version,"PREMB_10.53.93.127:9080, MB_10.53.93.67:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:47:52 AM,30/10/2023 10:47:51 AM,116.103.235.60:57668|10.53.54.82_Prod,00,Thành công,INFO-00,
xxxxxxxx01,152049549662073,31 - Lấy danh sách Banner,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:47:52 AM,30/10/2023 10:47:51 AM,116.103.235.60:44027|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx01,6952802131287,1 - Đăng nhập,"PREMB_10.53.93.60:9080, MB_10.53.93.68:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:47:51 AM,30/10/2023 10:47:51 AM,116.103.235.60:53755|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx01,225367591343169,33 - Lấy giá trị configs,"PREMB_10.53.93.60:9080, MB_10.53.93.68:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:47:47 AM,30/10/2023 10:47:47 AM,116.103.235.60:5741|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,634029340946527,31 - Lấy danh sách Banner,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,30/10/2023 10:47:47 AM,30/10/2023 10:47:47 AM,116.103.235.60:16610|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx01,446283702213897,116 - Xác nhận nạp tiền điện thoại,"PREMB_10.53.93.57:9080, MB_10.53.93.79:8086",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,28/10/2023 08:44:12 AM,28/10/2023 08:44:11 AM,116.96.77.211:43982|10.53.54.85_Prod,00,Success,00,
xxxxxxxx01,517676325001388,115 - Khởi tạo nạp tiền điện thoại,"PREMB_10.53.93.58:9080, MB_10.53.93.79:8086",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,28/10/2023 08:44:04 AM,28/10/2023 08:44:03 AM,116.96.77.211:31772|10.53.54.90_Prod,00,Thành công,INFO-00,
xxxxxxxx01,55378013681130,230 - Lấy lịch sử topup,"PREMB_10.53.93.127:9080, MB_10.53.93.84:8082",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,28/10/2023 08:43:46 AM,28/10/2023 08:43:46 AM,116.96.77.211:5962|10.53.54.81_Prod,00,Thành công,00,
xxxxxxxx01,959972904465579,723 - Loyalty: kiểm tra điều kiện đổi quà omni,"PREMB_10.53.93.56:9080, MB_10.53.93.75:8083",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,False,28/10/2023 08:43:47 AM,28/10/2023 08:43:46 AM,116.96.77.211:5928|10.53.54.91_Prod,LOYALTY-15,Số dư tài khoản điểm của Khách hàng không đủ để thực hiện giao dịch đổi quà,LOYALTY-15,
xxxxxxxx01,191256631450782,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.136:9080, MB_10.53.93.71:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,28/10/2023 08:43:46 AM,28/10/2023 08:43:46 AM,116.96.77.211:4271|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx01,676849347081350,31 - Lấy danh sách Banner,"PREMB_10.53.93.134:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,28/10/2023 08:43:41 AM,28/10/2023 08:43:41 AM,116.96.77.211:14564|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,359421415431573,59 - Lấy thông tin version,"PREMB_10.53.93.54:9080, MB_10.53.93.68:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,28/10/2023 08:43:41 AM,28/10/2023 08:43:41 AM,116.96.77.211:62181|10.53.54.81_Prod,00,Thành công,INFO-00,
xxxxxxxx01,434572439442479,1 - Đăng nhập,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,28/10/2023 08:43:40 AM,28/10/2023 08:43:40 AM,116.96.77.211:13724|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx01,442823873621372,33 - Lấy giá trị configs,"PREMB_10.53.93.134:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,28/10/2023 08:43:38 AM,28/10/2023 08:43:38 AM,116.96.77.211:44605|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,354100259648485,31 - Lấy danh sách Banner,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,28/10/2023 08:43:38 AM,28/10/2023 08:43:38 AM,116.96.77.211:43736|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx01,31060457085022,103 - Xác thực chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.61:9080, MB_10.53.93.118:8085",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:39 PM,27/10/2023 10:15:39 PM,27.68.157.225:45489|10.53.54.79_Prod,00,Success,INFO-00,
xxxxxxxx01,320728812645430,102 - Khởi tạo chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.114:9080, MB_10.53.93.119:8085",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:30 PM,27/10/2023 10:15:30 PM,27.68.157.225:26496|10.53.54.88_Prod,00,Thành công,INFO-00,
xxxxxxxx01,853798609072031,33 - Lấy giá trị configs,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:21 PM,27/10/2023 10:15:21 PM,27.68.157.225:35779|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,333947938261290,33 - Lấy giá trị configs,"PREMB_10.53.93.134:9080, MB_10.53.93.135:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:21 PM,27/10/2023 10:15:21 PM,27.68.157.225:15442|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx01,115098967282293,"201 - Lấy thông tin tài khoản,thẻ chuyển khoản 247","PREMB_10.53.93.62:9080, MB_10.53.93.121:8085",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:21 PM,27/10/2023 10:15:21 PM,27.68.157.225:30220|10.53.54.80_Prod,00,Thành công,00,
xxxxxxxx01,532587088970055,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.64:9080, MB_10.53.93.73:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:10 PM,27/10/2023 10:15:10 PM,27.68.157.225:6672|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx01,879217504527448,202 - Lấy danh sách ngân hàng ck ngoài,"PREMB_10.53.93.56:9080, MB_10.53.93.75:8083",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:10 PM,27/10/2023 10:15:09 PM,27.68.157.225:6572|10.53.54.81_Prod,00,Success,00,
xxxxxxxx01,321693690509947,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.65:9080, MB_10.53.93.70:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:09 PM,27/10/2023 10:15:09 PM,27.68.157.225:8781|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx01,976445575905875,59 - Lấy thông tin version,"PREMB_10.53.93.54:9080, MB_10.53.93.68:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:06 PM,27/10/2023 10:15:06 PM,27.68.157.225:51844|10.53.54.82_Prod,00,Thành công,INFO-00,
xxxxxxxx01,694685212787235,31 - Lấy danh sách Banner,"PREMB_10.53.93.60:9080, MB_10.53.93.135:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:06 PM,27/10/2023 10:15:06 PM,27.68.157.225:3732|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,286383851066076,1 - Đăng nhập,"PREMB_10.53.93.60:9080, MB_10.53.93.135:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:05 PM,27/10/2023 10:15:05 PM,27.68.157.225:6416|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx01,369926237313817,33 - Lấy giá trị configs,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:02 PM,27/10/2023 10:15:02 PM,27.68.157.225:16380|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx01,235522671105490,31 - Lấy danh sách Banner,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,27/10/2023 10:15:02 PM,27/10/2023 10:15:02 PM,27.68.157.225:48844|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,146113877297757,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.65:9080, MB_10.53.93.69:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:57 PM,26/10/2023 03:08:57 PM,116.103.235.60:48261|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx01,168252458832871,103 - Xác thực chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.55:9080, MB_10.53.93.118:8085",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:55 PM,26/10/2023 03:08:53 PM,116.103.235.60:41010|10.53.54.81_Prod,00,Success,INFO-00,
xxxxxxxx01,657739661034910,102 - Khởi tạo chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.114:9080, MB_10.53.93.77:8085",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:40 PM,26/10/2023 03:08:40 PM,116.103.235.60:54409|10.53.54.78_Prod,00,Thành công,INFO-00,
xxxxxxxx01,331886230028476,225 - Lấy danh sách mẫu chuyển tiền,"PREMB_10.53.93.127:9080, MB_10.53.93.83:8082",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:35 PM,26/10/2023 03:08:35 PM,116.103.235.60:28018|10.53.54.91_Prod,00,Thành công,00,
xxxxxxxx01,600404781700820,33 - Lấy giá trị configs,"PREMB_10.53.93.134:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:35 PM,26/10/2023 03:08:35 PM,116.103.235.60:28327|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,508592479462761,"201 - Lấy thông tin tài khoản,thẻ chuyển khoản 247","PREMB_10.53.93.117:9080, MB_10.53.93.119:8085",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:30 PM,26/10/2023 03:08:30 PM,116.103.235.60:17746|10.53.54.79_Prod,00,Thành công,00,
xxxxxxxx01,615364787130156,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.136:9080, MB_10.53.93.71:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:12 PM,26/10/2023 03:08:12 PM,116.103.235.60:35405|10.53.54.87_Prod,00,Thành công,INFO-00,
xxxxxxxx01,801528567650107,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.63:9080, MB_10.53.93.72:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:11 PM,26/10/2023 03:08:11 PM,116.103.235.60:18794|10.53.54.72_Prod,00,Thành công,INFO-00,
xxxxxxxx01,736900266480770,59 - Lấy thông tin version,"PREMB_10.53.93.127:9080, MB_10.53.93.67:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:08 PM,26/10/2023 03:08:08 PM,116.103.235.60:35442|10.53.54.82_Prod,00,Thành công,INFO-00,
xxxxxxxx01,103364200537876,31 - Lấy danh sách Banner,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:08 PM,26/10/2023 03:08:08 PM,116.103.235.60:54261|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,246176043150657,1 - Đăng nhập,"PREMB_10.53.93.60:9080, MB_10.53.93.68:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:07 PM,26/10/2023 03:08:07 PM,116.103.235.60:15709|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx01,993218957997707,33 - Lấy giá trị configs,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:03 PM,26/10/2023 03:08:03 PM,116.103.235.60:33186|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx01,233744640963422,31 - Lấy danh sách Banner,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 03:08:03 PM,26/10/2023 03:08:03 PM,116.103.235.60:25435|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,558678595055296,59 - Lấy thông tin version,"PREMB_10.53.93.55:9080, MB_10.53.93.68:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 11:23:42 AM,26/10/2023 11:23:42 AM,116.103.235.60:28205|10.53.54.91_Prod,00,Thành công,INFO-00,
xxxxxxxx01,83398462360494,31 - Lấy danh sách Banner,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 11:23:42 AM,26/10/2023 11:23:42 AM,116.103.235.60:27273|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx01,471083351933389,1 - Đăng nhập,"PREMB_10.53.93.60:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 11:23:41 AM,26/10/2023 11:23:41 AM,116.103.235.60:58641|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
xxxxxxxx01,837084970586550,722 - Loyalty: Lấy ds quà hot deal,"PREMB_10.53.93.55:9080, MB_10.53.93.75:8083",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 11:23:38 AM,26/10/2023 11:23:38 AM,116.103.235.60:38787|10.53.54.91_Prod,00,Thành công,00,
xxxxxxxx01,605136224390609,705 - Loyalty: Lấy ds quà tặng gợi ý,"PREMB_10.53.93.54:9080, MB_10.53.93.75:8083",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 11:05:21 AM,26/10/2023 11:05:20 AM,116.103.235.60:3695|10.53.54.81_Prod,00,Thành công,00,
xxxxxxxx01,790707932716798,722 - Loyalty: Lấy ds quà hot deal,"PREMB_10.53.93.56:9080, MB_10.53.93.75:8083",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 11:05:21 AM,26/10/2023 11:05:20 AM,116.103.235.60:64914|10.53.54.82_Prod,00,Thành công,00,
xxxxxxxx01,989318806419396,718 - Loyalty: Lấy danh mục quà tặng (màn hình home),"PREMB_10.53.93.56:9080, MB_10.53.93.76:8083",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 11:05:21 AM,26/10/2023 11:05:20 AM,116.103.235.60:64373|10.53.54.81_Prod,00,Thành công,00,
xxxxxxxx01,384139673349791,33 - Lấy giá trị configs,"PREMB_10.53.93.59:9080, MB_10.53.93.68:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 11:04:56 AM,26/10/2023 11:04:56 AM,116.103.235.60:51939|10.53.54.83_Prod,00,Thành công,INFO-00,
xxxxxxxx01,336180424686770,31 - Lấy danh sách Banner,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 11:04:56 AM,26/10/2023 11:04:56 AM,116.103.235.60:33318|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,412755939344444,10 - Lấy danh sách tài khoản,PREMB_10.53.93.63:9080,iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,False,26/10/2023 11:04:54 AM,26/10/2023 11:04:54 AM,116.103.235.60:39727|10.53.54.72_Prod,98,Phiên đăng nhập hết hiệu lực hoặc tài khoản đăng nhập thiết bị khác. Quý khách vui lòng thực hiện đăng nhập lại,98,
xxxxxxxx01,319839941158741,103 - Xác thực chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.62:9080, MB_10.53.93.121:8085",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:49:09 AM,26/10/2023 10:49:08 AM,116.103.235.60:38861|10.53.54.73_Prod,00,Success,INFO-00,
xxxxxxxx01,135054644902632,102 - Khởi tạo chuyển khoản 247 tới số tài khoản,"PREMB_10.53.93.61:9080, MB_10.53.93.119:8085",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:56 AM,26/10/2023 10:48:53 AM,116.103.235.60:2707|10.53.54.84_Prod,00,Thành công,INFO-00,
xxxxxxxx01,299946313294202,225 - Lấy danh sách mẫu chuyển tiền,"PREMB_10.53.93.54:9080, MB_10.53.93.84:8082",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:48 AM,26/10/2023 10:48:48 AM,116.103.235.60:6786|10.53.54.81_Prod,00,Thành công,00,
xxxxxxxx01,859968978927662,33 - Lấy giá trị configs,"PREMB_10.53.93.134:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:48 AM,26/10/2023 10:48:48 AM,116.103.235.60:60455|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,511527839742003,"201 - Lấy thông tin tài khoản,thẻ chuyển khoản 247","PREMB_10.53.93.114:9080, MB_10.53.93.120:8085",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:47 AM,26/10/2023 10:48:44 AM,116.103.235.60:35494|10.53.54.88_Prod,00,Thành công,00,
xxxxxxxx01,839803616250021,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.136:9080, MB_10.53.93.70:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:24 AM,26/10/2023 10:48:24 AM,116.103.235.60:25466|10.53.54.72_Prod,00,Thành công,INFO-00,
xxxxxxxx01,459867919201184,202 - Lấy danh sách ngân hàng ck ngoài,"PREMB_10.53.93.54:9080, MB_10.53.93.137:8083",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:24 AM,26/10/2023 10:48:24 AM,116.103.235.60:32595|10.53.54.81_Prod,00,Success,00,
xxxxxxxx01,789863632511154,10 - Lấy danh sách tài khoản,"PREMB_10.53.93.65:9080, MB_10.53.93.71:8088",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:23 AM,26/10/2023 10:48:23 AM,116.103.235.60:61774|10.53.54.72_Prod,00,Thành công,INFO-00,
xxxxxxxx01,319846201446960,59 - Lấy thông tin version,"PREMB_10.53.93.55:9080, MB_10.53.93.67:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:20 AM,26/10/2023 10:48:20 AM,116.103.235.60:3818|10.53.54.82_Prod,00,Thành công,INFO-00,
xxxxxxxx01,558102357656080,31 - Lấy danh sách Banner,"PREMB_10.53.93.60:9080, MB_10.53.93.66:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:20 AM,26/10/2023 10:48:20 AM,116.103.235.60:25857|10.53.54.89_Prod,00,Thành công,INFO-00,
xxxxxxxx01,558867367591826,1 - Đăng nhập,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",iPhone 12 Pro Max,IOS,16.6.1,5218,014D257C-4205-4306-9D21-D4D0A1EA58F21639369419,Success,26/10/2023 10:48:19 AM,26/10/2023 10:48:19 AM,116.103.235.60:27555|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,
